Id,0,1,2,3,4,5,6,7,8,Category
6945,44,0,75,-7,44,0,31,31,0,1
6946,39,3,76,0,38,0,36,37,0,1
6947,49,-2,88,0,50,0,39,39,0,1
6948,104,0,106,1,70,-26,1,36,34,5
6949,53,0,102,0,52,-3,49,50,2,1
6950,41,0,78,0,38,-28,37,39,2,1
6951,37,-11,77,0,20,0,40,57,16,1
6952,53,-1,77,0,54,5,25,23,0,1
6953,37,-3,76,0,30,0,39,45,6,1
6954,43,0,89,0,42,0,46,48,2,1
6955,56,0,81,0,-6,25,25,88,64,4
6956,50,-1,106,0,50,0,57,57,0,1
6957,49,1,82,0,50,1,33,33,0,1
6958,37,0,94,1,10,-23,57,84,26,1
6959,56,1,81,0,-10,-29,25,91,66,4
6960,62,0,109,-2,60,0,47,49,2,1
6961,55,0,77,0,12,22,21,64,42,4
6962,56,0,97,5,44,-3,41,53,12,4
6963,51,0,80,0,52,11,29,28,0,1
6964,47,1,86,-2,46,0,39,40,0,1
6965,37,-1,79,-4,20,-8,43,59,16,1
6966,37,-60,78,0,10,0,42,68,26,3
6967,42,-3,83,3,42,0,42,42,0,1
6968,37,0,107,0,38,28,69,68,0,1
6969,37,0,84,1,26,13,47,58,12,1
6970,55,0,82,0,-22,-4,26,105,78,4
6971,81,0,85,0,-40,11,4,126,122,5
6972,66,0,109,0,68,9,43,42,0,1
6973,56,0,97,6,50,-6,41,48,6,4
6974,49,0,86,0,50,18,37,37,0,1
6975,37,0,77,0,28,107,40,48,8,1
6976,55,0,77,5,10,0,22,67,46,4
6977,43,0,79,0,44,30,35,35,0,1
6978,48,-4,77,0,46,-1,29,31,2,1
6979,37,0,75,0,20,9,38,54,16,1
6980,41,-2,80,0,38,-19,39,41,2,1
6981,41,0,88,0,38,-18,48,50,2,1
6982,53,0,83,0,52,-3,30,32,2,1
6983,44,-1,97,2,44,3,53,53,0,1
6984,48,2,77,0,46,0,29,31,2,1
6985,37,0,84,0,26,-24,47,58,10,1
6986,50,3,78,-3,50,0,28,29,2,1
6987,41,-4,81,0,38,-14,41,43,2,1
6988,37,0,78,0,24,7,42,55,14,1
6989,53,0,82,0,54,4,29,28,0,1
6990,56,0,81,0,-2,-1,25,83,58,4
6991,45,0,83,3,44,-16,37,39,2,1
6992,49,0,101,0,50,7,52,52,0,1
6993,55,1,77,0,28,0,22,48,26,4
6994,42,-1,81,6,42,0,39,39,0,1
6995,37,0,79,0,2,10,42,76,34,1
6996,55,0,77,0,2,-15,22,75,52,4
6997,46,1,83,0,46,6,37,37,0,1
6998,37,0,92,0,16,3,54,76,22,1
6999,82,0,87,3,-40,0,5,128,124,5
7000,50,2,91,6,50,0,41,42,0,1
7001,47,1,86,-1,46,0,39,40,0,1
7002,37,0,80,0,8,8,43,72,30,1
7003,37,0,106,-8,28,-3,69,77,8,1
7004,37,0,83,0,0,-3,46,83,36,1
7005,58,0,88,-2,56,0,30,31,2,1
7006,49,0,81,-1,50,-12,32,32,0,1
7007,41,0,77,0,42,22,37,36,0,1
7008,37,0,103,0,20,4,66,82,16,1
7009,42,5,88,0,42,0,46,47,2,1
7010,38,0,76,0,36,-21,38,39,2,1
7011,54,-4,78,0,54,0,24,24,0,1
7012,45,0,84,0,44,-9,38,40,2,1
7013,46,1,81,0,46,1,35,35,0,1
7014,47,-2,83,0,46,0,35,36,0,1
7015,55,0,95,0,36,26,40,59,20,4
7016,37,0,77,5,28,0,41,49,8,1
7017,41,-2,86,0,42,0,45,44,0,1
7018,45,0,80,0,44,0,35,36,2,1
7019,38,1,81,0,38,9,43,42,0,1
7020,62,-2,112,0,62,0,50,50,0,1
7021,56,4,80,-1,-4,12,24,85,62,4
7022,50,0,106,8,50,0,56,57,0,1
7023,47,0,85,2,46,0,38,39,0,1
7024,56,3,95,0,56,8,39,39,0,1
7025,55,0,92,0,-6,-5,36,99,64,4
7026,48,0,88,2,46,-4,40,42,2,1
7027,39,-4,97,0,38,0,58,59,0,1
7028,44,5,76,0,42,-7,32,34,2,1
7029,51,0,81,-3,52,21,30,30,0,1
7030,51,3,79,0,50,0,28,30,2,1
7031,37,0,80,0,30,9,43,49,6,1
7032,41,0,81,0,38,-22,40,43,2,1
7033,51,0,83,0,52,0,32,32,0,1
7034,45,0,77,0,44,0,32,33,2,1
7035,55,0,79,1,12,-20,23,66,42,4
7036,56,1,79,0,56,16,24,23,0,1
7037,56,0,98,0,44,26,42,54,12,4
7038,37,-2,77,8,-2,0,39,79,40,1
7039,37,-2,75,0,20,10,38,54,16,1
7040,56,1,87,3,56,0,31,30,0,1
7041,55,0,92,0,-2,10,36,94,58,4
7042,43,0,82,0,44,3,39,38,0,1
7043,51,1,83,0,52,8,31,31,0,1
7044,45,-3,100,0,46,27,54,53,0,1
7045,45,0,89,0,44,-13,44,45,2,1
7046,41,0,82,-6,42,2,41,41,0,1
7047,52,1,84,0,52,0,32,32,0,1
7048,41,0,81,0,42,16,40,40,0,1
7049,44,0,86,0,42,-10,42,44,2,1
7050,51,1,82,0,50,0,31,33,2,1
7051,49,0,82,0,46,-1,33,35,2,1
7052,55,0,79,8,8,2,23,71,48,4
7053,51,-1,82,0,52,13,31,30,0,1
7054,43,0,77,1,42,-2,34,36,2,1
7055,40,0,81,0,38,0,41,43,2,1
7056,53,0,84,0,54,22,31,30,0,1
7057,49,2,78,0,46,-10,29,32,2,1
7058,49,1,77,0,50,12,28,28,0,1
7059,45,0,86,1,46,28,41,40,0,1
7060,40,-1,100,2,38,0,60,62,2,1
7061,43,-3,75,0,42,-11,32,34,2,1
7062,54,0,84,-6,54,0,30,30,0,1
7063,55,0,77,0,2,24,22,75,52,4
7064,43,-1,79,0,44,17,35,35,0,1
7065,56,0,97,2,50,-17,41,48,6,4
7066,55,0,86,0,54,-2,31,32,2,1
7067,41,0,83,0,42,27,42,42,0,1
7068,45,0,93,0,46,5,48,47,0,1
7069,37,0,81,0,24,7,44,58,14,1
7070,37,0,83,0,30,-3,46,52,6,1
7071,55,0,77,-1,28,11,21,48,28,4
7072,37,0,80,0,30,16,43,49,6,1
7073,51,1,102,0,50,-29,51,53,2,1
7074,45,-4,93,0,44,-27,48,50,2,1
7075,83,-4,87,4,-4,0,4,92,88,5
7076,105,-5,107,0,70,0,1,37,36,5
7077,37,0,104,0,26,13,66,78,12,1
7078,56,1,80,0,20,-4,24,59,36,4
7079,37,0,79,0,16,21,42,63,22,1
7080,37,0,79,0,12,18,42,66,24,1
7081,37,0,102,3,36,0,65,66,2,1
7082,56,0,97,0,46,23,41,50,10,4
7083,37,0,95,5,10,0,58,84,26,1
7084,37,0,75,0,28,3776,38,46,8,1
7085,55,0,93,3,6,0,38,88,50,4
7086,105,0,106,-6,70,0,1,36,34,5
7087,55,0,95,0,52,-16,40,44,4,4
7088,37,0,76,-1,28,5,39,47,8,1
7089,68,4,112,0,68,0,44,45,0,1
7090,56,0,95,-6,46,0,39,48,10,4
7091,37,-3,81,0,36,0,44,44,0,1
7092,41,0,76,-1,38,-9,35,37,2,1
7093,45,-3,106,0,44,0,62,62,0,1
7094,56,0,77,0,-22,16,21,100,80,4
7095,40,0,88,-4,38,0,48,50,2,1
7096,56,0,86,1,56,1,31,30,0,1
7097,56,0,81,0,-14,3,25,97,72,4
7098,56,0,81,0,-14,25,25,97,72,4
7099,38,3,77,0,36,-18,39,41,2,1
7100,37,0,79,-5,26,0,42,54,12,1
7101,43,0,83,-6,42,-18,40,42,2,1
7102,37,0,78,0,16,-18,41,63,22,1
7103,55,0,79,0,18,5,23,61,38,4
7104,38,0,81,-3,38,0,43,42,0,1
7105,54,4,84,0,54,0,30,30,0,1
7106,44,1,88,0,42,-24,44,46,2,1
7107,37,0,79,0,10,-8,42,69,26,1
7108,83,2,87,0,-40,0,4,128,124,5
7109,47,0,77,0,46,0,30,31,0,1
7110,56,3,96,1,52,0,40,44,4,4
7111,45,4,87,0,44,-2,42,43,2,1
7112,83,0,86,0,-6,-26,3,94,90,5
7113,46,0,76,0,46,4,30,30,0,1
7114,48,-3,106,0,46,-1,58,60,2,1
7115,45,-4,86,0,44,-16,41,42,2,1
7116,37,0,84,0,26,3,47,58,12,1
7117,44,2,86,2,44,8,43,42,0,1
7118,46,-2,77,0,46,0,32,31,0,1
7119,38,0,107,0,36,-24,69,71,2,1
7120,37,0,106,-2,36,-12,68,69,2,1
7121,37,0,76,1,30,-30,40,45,6,1
7122,37,0,79,0,30,16,42,48,6,1
7123,41,-3,80,1,42,0,39,39,0,1
7124,66,1,113,0,68,20,47,45,0,1
7125,47,0,90,1,46,0,44,44,0,1
7126,37,0,81,0,10,13,44,70,26,1
7127,55,0,77,0,30,-7,22,46,24,4
7128,41,0,107,0,38,-4,66,68,2,1
7129,41,0,75,0,38,-9,34,36,2,1
7130,41,-4,78,0,38,-24,37,39,2,1
7131,55,0,94,4,18,-6,39,76,38,4
7132,63,4,110,1,62,0,47,48,0,1
7133,55,0,97,4,52,0,41,45,4,4
7134,56,0,80,0,54,-21,24,26,2,1
7135,37,0,98,1,34,18,61,64,4,1
7136,56,0,97,0,54,-2,41,42,2,1
7137,40,0,86,-2,38,0,46,48,2,1
7138,41,0,87,-1,38,-2,46,48,2,1
7139,52,-2,81,0,54,31,29,27,0,1
7140,56,2,97,0,44,15,41,53,12,4
7141,43,0,81,0,42,-1,37,39,2,1
7142,45,0,88,-3,44,0,43,44,0,1
7143,56,0,81,0,-10,0,25,91,66,4
7144,37,0,103,-7,18,0,66,85,20,1
7145,45,0,85,0,46,13,40,39,0,1
7146,37,0,77,0,36,9,39,41,2,1
7147,58,0,84,0,56,0,25,27,2,1
7148,47,4,90,1,46,0,42,43,0,1
7149,37,-1,106,0,36,24,68,69,2,1
7150,37,0,79,0,36,6,43,43,0,1
7151,55,-4,79,0,6,0,23,74,50,4
7152,50,0,81,-1,50,0,32,32,0,1
7153,55,0,82,6,54,0,26,28,2,1
7154,42,0,79,-6,42,0,38,38,0,1
7155,56,0,95,1,50,0,40,46,6,4
7156,37,4,79,0,20,-8,41,58,16,1
7157,37,0,77,0,16,-20,41,62,22,1
7158,38,5,81,0,38,22,43,42,0,1
7159,49,0,85,0,46,-4,36,39,2,1
7160,37,0,79,0,10,20,42,68,26,1
7161,37,0,77,0,10,13,40,66,26,1
7162,51,-5,102,0,50,-13,51,53,2,1
7163,56,0,78,-3,6,-9,22,73,50,4
7164,37,0,80,0,20,-4,43,59,16,1
7165,56,5,86,0,56,17,31,30,0,1
7166,41,-2,77,0,42,19,36,35,0,1
7167,58,0,87,0,56,0,30,30,0,1
7168,56,0,95,-4,46,0,40,49,10,4
7169,41,0,79,-1,42,8,38,37,0,1
7170,49,2,81,0,50,3,32,32,0,1
7171,53,-2,81,0,54,12,28,26,0,1
7172,53,0,85,0,54,11,32,31,0,1
7173,42,3,93,0,42,1,52,52,0,1
7174,41,5,76,0,38,-21,34,37,2,1
7175,52,-2,81,0,52,0,30,30,0,1
7176,49,-5,81,0,46,-30,33,35,2,1
7177,38,-3,76,0,38,0,37,37,0,1
7178,44,0,86,2,44,16,43,42,0,1
7179,46,0,88,-7,46,12,42,41,0,1
7180,49,0,83,0,46,-29,34,37,2,1
7181,37,0,80,0,16,31,43,65,22,1
7182,56,0,79,4,-22,0,23,102,80,4
7183,54,0,108,0,54,0,53,53,0,1
7184,37,0,76,0,24,-2,39,52,14,1
7185,53,0,78,0,54,2,25,24,0,1
7186,106,0,107,0,70,0,1,37,36,5
7187,37,0,97,0,24,12,60,74,14,1
7188,45,0,86,1,46,11,41,40,0,1
7189,43,0,81,-4,42,-2,37,39,2,1
7190,45,5,79,0,44,-4,33,35,2,1
7191,56,0,95,0,52,15,39,43,4,4
7192,37,-1,81,0,36,-8,43,44,2,1
7193,37,0,94,0,10,27,57,84,26,1
7194,37,0,90,0,30,8,53,59,6,1
7195,37,0,90,0,20,3,53,70,16,1
7196,52,5,79,0,52,0,27,27,0,1
7197,50,-1,86,0,50,0,37,37,0,1
7198,45,-3,88,0,44,-19,42,44,2,1
7199,85,0,88,0,2,12,3,86,82,5
7200,37,-2,79,0,18,0,42,61,18,1
7201,43,0,88,0,42,-15,44,46,2,1
7202,37,0,84,0,26,-2,47,58,10,1
7203,43,3,88,0,42,0,45,47,2,1
7204,55,0,77,0,28,1,21,48,28,4
7205,37,0,77,-1,34,-9,40,44,4,1
7206,55,0,79,0,20,-25,24,59,34,4
7207,106,2,107,1,70,0,1,37,36,5
7208,80,0,84,0,-24,18,4,110,106,5
7209,37,0,108,20,28,0,71,79,8,1
7210,49,-5,84,0,50,0,35,35,0,1
7211,37,0,81,8,36,0,44,44,0,1
7212,47,1,77,0,46,0,31,31,0,1
7213,45,0,86,4,44,0,41,42,2,1
7214,37,0,76,-2,34,12,39,42,2,1
7215,37,0,82,-2,34,0,45,48,4,1
7216,37,-4,77,0,36,338,40,41,0,1
7217,85,0,89,0,2,-3,4,86,82,5
7218,55,0,95,0,46,18,40,49,8,4
7219,55,-2,98,0,44,-3,42,54,12,4
7220,48,-5,80,0,46,0,32,34,2,1
7221,55,-1,82,8,54,-3,26,28,2,1
7222,51,-1,80,0,50,-3,29,31,2,1
7223,37,0,78,0,12,-24,41,65,24,1
7224,44,2,81,0,42,-17,37,39,2,1
7225,55,0,84,0,56,31,28,27,0,1
7226,56,0,95,1,44,8,40,51,12,4
7227,37,0,103,0,24,20,66,80,14,1
7228,52,-4,78,0,52,0,26,26,0,1
7229,41,0,79,-1,38,-20,38,40,2,1
7230,43,4,84,0,42,0,41,43,2,1
7231,41,0,77,-1,42,5,36,35,0,1
7232,37,0,94,0,16,2,57,79,22,1
7233,55,3,77,0,26,-1,22,52,30,4
7234,37,0,76,-1,36,27,38,39,2,1
7235,37,3,78,0,16,1,41,63,22,1
7236,56,0,78,-2,56,12,22,21,0,1
7237,101,0,102,0,72,30,1,30,28,5
7238,50,0,88,-5,50,0,38,39,0,1
7239,41,-1,81,0,38,-12,41,43,2,1
7240,46,0,82,0,44,-14,36,38,2,1
7241,55,0,87,-1,54,-10,32,33,2,1
7242,44,-4,77,0,44,0,33,34,0,1
7243,42,-1,86,0,42,0,45,45,0,1
7244,53,0,79,0,52,-27,26,27,2,1
7245,37,0,77,0,-24,-7,41,103,62,1
7246,37,0,75,0,20,0,38,54,16,1
7247,41,0,81,0,42,2,40,40,0,1
7248,41,-3,100,1,42,0,59,59,0,1
7249,45,0,86,1,44,-11,41,42,2,1
7250,55,0,77,-1,0,6,22,77,56,4
7251,53,0,86,-7,52,-7,33,35,2,1
7252,56,0,81,0,-10,-15,25,92,66,4
7253,46,1,76,0,46,16,30,30,0,1
7254,37,2,80,0,34,2,43,46,4,1
7255,39,1,80,-1,38,-2,41,41,0,1
7256,37,0,104,0,18,-4,67,86,20,1
7257,37,0,101,0,28,-8,64,73,8,1
7258,55,0,95,0,52,7,40,44,4,4
7259,37,0,97,6,34,0,59,63,4,1
7260,37,0,79,3,34,13,42,46,4,1
7261,48,0,102,0,50,31,53,53,0,1
7262,37,0,82,1,18,-17,45,64,18,1
7263,56,0,77,0,0,0,21,77,56,4
7264,37,0,79,-3,34,0,42,46,4,1
7265,44,-2,81,1,44,12,37,37,0,1
7266,55,0,78,0,46,17,23,32,8,4
7267,56,2,84,0,56,25,28,27,0,1
7268,41,0,84,0,42,14,44,43,0,1
7269,45,0,88,-1,44,0,43,44,0,1
7270,44,0,82,0,42,-17,38,41,2,1
7271,54,-4,80,0,54,0,26,26,0,1
7272,41,5,79,0,38,-5,38,40,2,1
7273,49,0,77,0,46,-21,29,31,2,1
7274,45,4,82,1,44,0,37,38,0,1
7275,49,0,78,0,50,14,29,29,0,1
7276,37,5,76,0,36,18,39,40,2,1
7277,37,0,76,0,36,-1,39,40,2,1
7278,37,0,95,-6,28,0,58,67,8,1
7279,44,4,76,0,44,17,32,32,0,1
7280,49,-3,78,0,50,1,29,29,0,1
7281,49,1,88,0,50,25,39,39,0,1
7282,38,1,86,0,36,-25,48,50,2,1
7283,58,0,107,0,56,0,49,50,0,1
7284,37,0,76,7,24,0,39,53,14,1
7285,48,0,87,0,46,-5,39,41,2,1
7286,37,0,79,0,8,15,42,71,28,1
7287,82,1,86,2,-40,3,5,128,124,5
7288,49,0,81,-1,50,-9,32,32,0,1
7289,55,4,91,0,54,0,35,37,2,1
7290,51,0,86,0,52,14,35,34,0,1
7291,37,0,83,0,10,19,46,72,26,1
7292,56,0,87,0,56,5,31,30,0,1
7293,48,3,88,7,46,0,40,41,2,1
7294,56,-3,99,0,46,-10,43,52,10,4
7295,49,0,95,4,50,10,47,46,0,1
7296,53,0,86,0,52,-27,33,34,2,1
7297,56,0,77,0,-10,-16,21,87,66,4
7298,37,0,77,5,-12,-19,41,90,50,1
7299,45,5,86,0,46,31,41,40,0,1
7300,56,0,81,0,-6,-19,25,88,64,4
7301,55,0,95,0,54,21,40,41,2,1
7302,37,0,83,0,6,-14,47,78,32,1
7303,55,0,77,4,-18,0,21,95,74,4
7304,37,0,84,0,30,1,47,53,6,1
7305,43,-3,80,0,42,0,37,39,2,1
7306,37,0,104,0,28,6,67,76,8,1
7307,80,0,84,4,-24,7,4,110,106,5
7308,40,0,86,0,38,-2,46,48,2,1
7309,56,4,82,0,56,23,26,25,0,1
7310,104,6,106,9,70,0,1,36,34,5
7311,55,-2,77,0,28,0,22,48,26,4
7312,48,0,88,4,46,-8,40,42,2,1
7313,46,0,81,0,46,-2,35,34,0,1
7314,105,-5,106,0,70,-30,1,36,36,5
7315,56,-1,96,5,42,0,40,55,14,4
7316,41,-5,89,0,42,0,48,48,0,1
7317,56,2,77,3,16,0,22,62,40,4
7318,56,1,78,0,16,0,22,63,40,4
7319,41,0,76,0,42,31,35,35,0,1
7320,46,0,88,1,46,3,42,41,0,1
7321,38,2,93,-3,38,1,55,55,0,1
7322,37,0,78,0,12,22,42,65,24,1
7323,56,0,87,0,56,11,31,30,0,1
7324,56,0,81,0,54,-8,25,26,2,1
7325,55,0,95,2,42,0,40,54,14,4
7326,37,0,76,6,36,0,39,39,0,1
7327,49,-3,84,0,50,13,35,35,0,1
7328,55,0,83,0,56,14,27,26,0,1
7329,37,0,86,0,36,-7,49,50,2,1
7330,37,0,79,-7,36,0,42,43,0,1
7331,38,-2,92,0,24,0,54,69,14,1
7332,51,-4,85,0,50,-14,34,36,2,1
7333,37,0,77,0,-20,5,41,98,58,1
7334,44,0,75,-2,44,12,31,31,0,1
7335,45,0,81,2,44,0,37,37,0,1
7336,44,0,83,0,44,1,38,39,0,1
7337,37,0,80,0,30,-28,43,49,6,1
7338,55,0,95,0,56,28,40,39,0,1
7339,43,0,87,1,42,-7,44,46,2,1
7340,104,5,105,6,72,9,1,33,32,5
7341,50,0,86,-7,50,0,36,37,2,1
7342,37,0,77,-7,34,0,40,43,2,1
7343,53,0,108,-1,52,-11,55,56,2,1
7344,56,0,92,0,54,-3,36,38,2,1
7345,56,5,77,-2,24,0,22,54,32,4
7346,37,0,76,2,26,8,39,50,12,1
7347,41,0,107,0,38,-3,66,68,2,1
7348,44,1,86,0,44,11,42,42,0,1
7349,42,0,88,5,42,0,46,47,0,1
7350,55,0,83,-2,54,0,28,28,0,1
7351,55,0,94,-3,50,0,39,45,6,4
7352,46,0,83,-2,46,7,37,37,0,1
7353,37,4,81,2,-2,0,43,83,40,1
7354,45,1,76,0,46,28,31,30,0,1
7355,56,0,96,0,54,-9,40,42,2,1
7356,56,5,99,0,50,9,43,49,6,4
7357,37,0,78,0,6,31,41,73,32,1
7358,56,0,76,0,-10,8,20,86,66,4
7359,56,-1,97,0,38,10,41,58,18,4
7360,42,0,108,4,42,0,67,67,0,1
7361,37,1,75,0,20,30,38,54,16,1
7362,41,0,97,0,38,-19,56,58,2,1
7363,55,0,77,0,-28,-5,22,106,84,4
7364,44,0,76,2,42,-26,32,34,2,1
7365,41,-2,78,0,42,0,37,37,0,1
7366,44,0,79,5,44,0,35,35,0,1
7367,45,0,89,5,44,0,44,45,2,1
7368,41,0,79,0,42,6,38,37,0,1
7369,55,0,79,-2,24,17,24,56,32,4
7370,43,2,83,0,42,0,40,41,2,1
7371,46,4,81,0,44,-24,35,37,2,1
7372,44,4,79,0,42,-17,35,37,2,1
7373,46,0,85,-1,44,-26,39,41,2,1
7374,37,0,76,-1,16,13,39,61,22,1
7375,43,0,84,-4,42,0,42,43,2,1
7376,43,2,83,-7,42,0,40,41,2,1
7377,37,0,107,0,30,13,70,76,6,1
7378,53,0,88,3,52,-8,35,36,2,1
7379,37,0,77,0,34,-15,40,43,2,1
7380,44,0,99,-4,44,15,56,55,0,1
7381,51,0,79,0,52,11,27,27,0,1
7382,44,3,90,0,44,21,47,46,0,1
7383,47,-5,75,-1,46,0,28,28,0,1
7384,55,-4,81,0,-4,0,25,86,60,4
7385,47,0,81,-5,46,0,33,34,0,1
7386,37,0,80,0,30,17,43,49,6,1
7387,45,-1,76,0,46,15,31,30,0,1
7388,56,0,77,-4,24,-2,22,54,32,4
7389,53,1,81,0,54,18,28,26,0,1
7390,55,0,77,0,-24,26,21,103,82,4
7391,46,0,89,0,46,0,43,42,0,1
7392,52,-2,87,0,52,-1,35,35,0,1
7393,44,4,80,-1,44,0,36,36,0,1
7394,45,0,81,1,44,0,36,37,2,1
7395,55,0,79,0,20,15,23,58,34,4
7396,37,0,91,0,8,-11,53,83,30,1
7397,46,2,81,0,46,10,35,35,0,1
7398,56,-2,79,1,54,-30,23,24,2,1
7399,56,2,87,0,54,-13,31,33,2,1
7400,49,4,81,0,50,2,32,32,0,1
7401,46,0,77,0,44,-19,31,33,2,1
7402,56,-1,92,0,54,0,36,38,2,1
7403,56,0,81,0,-6,-17,25,89,64,4
7404,49,-2,111,0,46,-23,62,64,2,1
7405,40,1,80,-6,38,0,40,41,2,1
7406,49,1,86,0,50,26,38,37,0,1
7407,37,0,90,-4,18,0,53,72,20,1
7408,38,0,107,5,38,0,69,68,0,1
7409,43,0,88,0,42,-13,44,46,2,1
7410,53,0,83,0,52,-1,30,32,2,1
7411,41,-1,86,-1,38,-9,45,47,2,1
7412,56,1,85,0,56,15,29,28,0,1
7413,44,0,81,-2,44,8,37,37,0,1
7414,37,5,79,0,34,7,42,46,4,1
7415,38,5,77,7,38,0,39,38,0,1
7416,43,-4,79,0,42,0,36,37,2,1
7417,39,0,81,-3,38,0,42,42,0,1
7418,37,0,77,0,36,28,41,41,0,1
7419,55,0,93,0,44,-26,37,49,12,4
7420,43,0,79,-2,42,0,37,38,2,1
7421,41,-2,83,0,42,0,41,41,0,1
7422,40,1,77,-5,38,0,38,39,2,1
7423,45,-5,76,0,44,-1,31,32,2,1
7424,37,-1,96,-8,18,-22,59,78,18,1
7425,81,0,86,2,-22,21,4,109,104,5
7426,51,0,79,0,50,-10,27,30,2,1
7427,43,0,81,1,42,0,38,39,2,1
7428,44,-2,86,0,44,4,42,42,0,1
7429,45,0,85,0,44,1685,41,41,0,1
7430,39,-5,83,6,38,0,44,44,0,1
7431,42,5,79,0,42,0,37,38,2,1
7432,79,0,84,0,-40,9,4,125,120,5
7433,52,-1,83,0,52,-2,31,32,0,1
7434,37,0,79,3,12,20,42,66,24,1
7435,46,5,81,0,46,3,35,34,0,1
7436,46,0,93,0,46,1,47,46,0,1
7437,37,0,75,0,26,18,38,49,12,1
7438,49,0,88,0,50,26,39,39,0,1
7439,41,5,84,0,38,-23,43,46,2,1
7440,53,-2,102,0,54,0,49,48,0,1
7441,37,0,92,2,12,0,55,79,24,1
7442,37,0,76,0,30,7,40,45,6,1
7443,49,0,88,5,50,0,39,39,0,1
7444,56,0,88,0,54,-5,32,33,2,1
7445,37,0,97,0,20,-14,60,77,16,1
7446,81,4,84,0,-18,0,3,103,100,5
7447,84,0,87,8,-2,0,3,90,86,5
7448,56,5,78,0,42,0,22,37,14,4
7449,45,1,107,0,44,0,62,63,2,1
7450,37,-2,79,0,26,31,42,53,12,1
7451,48,0,102,0,46,0,54,55,2,1
7452,37,-1,76,0,24,26,39,53,14,1
7453,37,0,75,0,30,28,38,44,6,1
7454,37,0,76,2,20,-24,39,55,16,1
7455,58,0,96,-1,56,0,38,39,2,1
7456,49,0,84,0,50,2,35,35,0,1
7457,46,0,84,-3,46,0,38,37,0,1
7458,41,0,82,0,42,15,41,41,0,1
7459,64,2,113,0,64,20,48,48,0,1
7460,41,0,81,0,38,0,40,42,2,1
7461,56,0,81,0,-6,-21,25,88,64,4
7462,43,3,81,0,42,0,38,39,2,1
7463,85,0,88,0,6,-2,3,83,80,5
7464,48,0,78,1,46,0,30,32,2,1
7465,55,0,78,0,2,-7,23,75,52,4
7466,46,0,88,6,46,9,43,42,0,1
7467,47,-5,95,0,46,0,48,49,0,1
7468,37,0,77,3,20,0,41,57,16,1
7469,37,2,100,0,28,0,62,71,8,1
7470,56,0,97,0,52,25,41,45,4,4
7471,38,2,76,0,38,0,37,37,0,1
7472,41,0,83,7,38,0,42,44,2,1
7473,55,0,97,3,46,0,41,50,8,4
7474,37,0,76,2,36,17,39,40,2,1
7475,49,0,82,0,46,-26,33,35,2,1
7476,55,0,98,0,50,-4,42,49,6,4
7477,41,0,82,-5,42,26,41,41,0,1
7478,37,0,100,0,34,-1,64,67,4,1
7479,43,0,96,0,42,-3,53,55,2,1
7480,53,2,86,0,52,-13,33,34,2,1
7481,45,-2,86,-1,44,0,41,42,0,1
7482,42,0,81,0,42,4,39,40,0,1
7483,45,2,86,0,44,-3,40,42,2,1
7484,37,0,75,-5,36,0,38,39,0,1
7485,37,0,97,0,28,-3,60,69,8,1
7486,51,-5,86,0,50,-14,35,37,2,1
7487,56,1,97,0,46,0,40,50,10,4
7488,51,2,87,6,50,0,36,38,2,1
7489,45,0,83,0,44,-13,37,39,2,1
7490,37,0,103,0,28,-14,66,75,8,1
7491,37,0,77,-4,36,-13,39,41,2,1
7492,37,0,90,-4,20,0,52,69,16,1
7493,40,3,88,0,38,0,48,50,2,1
7494,55,0,95,0,46,-30,40,49,8,4
7495,44,3,86,0,44,4,42,42,0,1
7496,44,0,77,0,42,-28,33,35,2,1
7497,41,0,77,4,42,15,36,35,0,1
7498,48,-1,81,0,46,0,33,35,2,1
7499,51,-2,77,0,52,22,27,26,0,1
7500,37,0,81,0,10,15,44,70,26,1
7501,55,0,78,0,46,9,23,32,8,4
7502,44,0,83,0,42,-25,39,41,2,1
7503,38,-3,110,0,38,0,72,71,0,1
7504,53,3,88,0,54,2,34,33,0,1
7505,39,-4,83,0,38,0,45,44,0,1
7506,43,2,77,0,42,0,34,36,2,1
7507,41,0,79,4,38,-30,38,41,2,1
7508,50,-4,81,6,50,0,32,32,0,1
7509,37,0,80,0,10,-9,43,70,26,1
7510,56,0,91,0,56,9,35,34,0,1
7511,51,0,82,6,52,3,31,30,0,1
7512,56,0,82,0,56,11,26,25,0,1
7513,54,-4,86,0,54,0,33,32,0,1
7514,101,0,102,0,72,38,1,30,28,5
7515,56,0,96,-1,38,0,40,57,18,4
7516,43,0,84,0,42,-6,41,43,2,1
7517,50,1,86,-6,50,-1,35,37,2,1
7518,76,2,81,1,-42,-24,5,125,120,5
7519,46,0,76,-4,46,0,30,30,0,1
7520,45,0,90,0,44,0,45,46,0,1
7521,55,-5,80,0,54,0,25,26,0,1
7522,42,-3,108,0,42,0,65,66,2,1
7523,49,-3,96,0,50,0,47,47,0,1
7524,56,-1,96,-3,52,0,40,44,4,4
7525,38,0,75,0,38,14,37,36,0,1
7526,46,0,88,-1,46,6,42,41,0,1
7527,56,1,78,-7,16,1,22,63,40,4
7528,37,0,91,1,8,0,53,83,30,1
7529,37,0,77,0,28,22,40,48,8,1
7530,45,-4,87,0,44,0,42,43,2,1
7531,42,4,96,0,42,0,54,55,2,1
7532,46,1,83,0,46,17,37,37,0,1
7533,56,5,77,0,16,-2,22,62,40,4
